train_accuracy train_sensitivity train_specificity train_loss val_accuracy val_sensitivity val_specificity val_loss inp_dim n_nod act_fun out_act_fun opt_method cost_fun lr_rate lambd batch_size epochs print_results save_results
0.7862453531598513 0.5478723404255319 0.9142857142857143 0.495075851679 0.7652173913043478 0.5625 0.8733333333333333 0.499864786863 8 [15] relu sigmoid adam binary_crossentropy 0.0231111111111 0.267333333333 64 40 False True
0.7565055762081785 0.6276595744680851 0.8257142857142857 0.508908569813 0.782608695652174 0.6375 0.86 0.50550031662 8 [15] relu sigmoid adam binary_crossentropy 0.0231111111111 0.356111111111 64 40 False True
0.7713754646840149 0.5 0.9171428571428571 0.515468835831 0.7782608695652173 0.525 0.9133333333333333 0.510708034039 8 [15] relu sigmoid adam binary_crossentropy 0.0231111111111 0.444888888889 64 40 False True
0.7695167286245354 0.5478723404255319 0.8885714285714286 0.512851893902 0.7695652173913043 0.55 0.8866666666666667 0.521201133728 8 [15] relu sigmoid adam binary_crossentropy 0.0231111111111 0.533666666667 64 40 False True
0.7769516728624535 0.5797872340425532 0.8828571428571429 0.510449826717 0.7739130434782608 0.5625 0.8866666666666667 0.508809030056 8 [15] relu sigmoid adam binary_crossentropy 0.0231111111111 0.622444444444 64 40 False True
0.7657992565055762 0.601063829787234 0.8542857142857143 0.517087876797 0.7565217391304347 0.6 0.84 0.536835193634 8 [15] relu sigmoid adam binary_crossentropy 0.0231111111111 0.711222222222 64 40 False True
0.7713754646840149 0.6170212765957447 0.8542857142857143 0.513153910637 0.7434782608695653 0.575 0.8333333333333334 0.522086381912 8 [15] relu sigmoid adam binary_crossentropy 0.0231111111111 0.8 64 40 False True
0.8271375464684015 0.7553191489361702 0.8657142857142858 0.379015564919 0.7347826086956522 0.55 0.8333333333333334 0.599609792233 8 [15] relu sigmoid adam binary_crossentropy 0.0452222222222 0.001 64 40 False True
0.7862453531598513 0.5851063829787234 0.8942857142857142 0.481382369995 0.7347826086956522 0.525 0.8466666666666667 0.517189860344 8 [15] relu sigmoid adam binary_crossentropy 0.0452222222222 0.0897777777778 64 40 False True
0.7695167286245354 0.5478723404255319 0.8885714285714286 0.497672230005 0.7391304347826086 0.5125 0.86 0.518847703934 8 [15] relu sigmoid adam binary_crossentropy 0.0452222222222 0.178555555556 64 40 False True
0.7620817843866171 0.5053191489361702 0.9 0.524792909622 0.7739130434782608 0.4875 0.9266666666666666 0.516546368599 8 [15] relu sigmoid adam binary_crossentropy 0.0452222222222 0.267333333333 64 40 False True
0.7806691449814126 0.526595744680851 0.9171428571428571 0.515378534794 0.7608695652173914 0.5125 0.8933333333333333 0.512018024921 8 [15] relu sigmoid adam binary_crossentropy 0.0452222222222 0.356111111111 64 40 False True
0.7639405204460966 0.4946808510638298 0.9085714285714286 0.516733109951 0.7739130434782608 0.5125 0.9133333333333333 0.520475566387 8 [15] relu sigmoid adam binary_crossentropy 0.0452222222222 0.444888888889 64 40 False True
0.7434944237918215 0.5957446808510638 0.8228571428571428 0.54506033659 0.7130434782608696 0.5625 0.7933333333333333 0.561239778996 8 [15] relu sigmoid adam binary_crossentropy 0.0452222222222 0.533666666667 64 40 False True
0.7695167286245354 0.5531914893617021 0.8857142857142857 0.532149195671 0.7565217391304347 0.5 0.8933333333333333 0.542362451553 8 [15] relu sigmoid adam binary_crossentropy 0.0452222222222 0.622444444444 64 40 False True
0.7676579925650557 0.5585106382978723 0.88 0.512290835381 0.7391304347826086 0.55 0.84 0.524477005005 8 [15] relu sigmoid adam binary_crossentropy 0.0452222222222 0.711222222222 64 40 False True
0.758364312267658 0.5159574468085106 0.8885714285714286 0.526517570019 0.7260869565217392 0.5 0.8466666666666667 0.538296818733 8 [15] relu sigmoid adam binary_crossentropy 0.0452222222222 0.8 64 40 False True
0.8271375464684015 0.7021276595744681 0.8942857142857142 0.403527706861 0.7260869565217392 0.5375 0.8266666666666667 0.58115619421 8 [15] relu sigmoid adam binary_crossentropy 0.0673333333333 0.001 64 40 False True
0.7732342007434945 0.6702127659574468 0.8285714285714286 0.494105935097 0.7521739130434782 0.6625 0.8 0.520998299122 8 [15] relu sigmoid adam binary_crossentropy 0.0673333333333 0.0897777777778 64 40 False True
0.7342007434944238 0.5106382978723404 0.8542857142857143 0.566278874874 0.7 0.4875 0.8133333333333334 0.581188619137 8 [15] relu sigmoid adam binary_crossentropy 0.0673333333333 0.178555555556 64 40 False True
0.7509293680297398 0.574468085106383 0.8457142857142858 0.535970151424 0.7565217391304347 0.55 0.8666666666666667 0.543522775173 8 [15] relu sigmoid adam binary_crossentropy 0.0673333333333 0.267333333333 64 40 False True
0.7620817843866171 0.48936170212765956 0.9085714285714286 0.532137215137 0.7695652173913043 0.525 0.9 0.540753901005 8 [15] relu sigmoid adam binary_crossentropy 0.0673333333333 0.356111111111 64 40 False True
0.7657992565055762 0.574468085106383 0.8685714285714285 0.552108705044 0.7739130434782608 0.5375 0.9 0.53914141655 8 [15] relu sigmoid adam binary_crossentropy 0.0673333333333 0.444888888889 64 40 False True
0.7434944237918215 0.7287234042553191 0.7514285714285714 0.574582397938 0.717391304347826 0.7375 0.7066666666666667 0.596561551094 8 [15] relu sigmoid adam binary_crossentropy 0.0673333333333 0.533666666667 64 40 False True
0.7806691449814126 0.5904255319148937 0.8828571428571429 0.512359976768 0.7521739130434782 0.5375 0.8666666666666667 0.517885029316 8 [15] relu sigmoid adam binary_crossentropy 0.0673333333333 0.622444444444 64 40 False True
0.7657992565055762 0.4946808510638298 0.9114285714285715 0.543566167355 0.7652173913043478 0.5 0.9066666666666666 0.541693150997 8 [15] relu sigmoid adam binary_crossentropy 0.0673333333333 0.711222222222 64 40 False True
0.7565055762081785 0.5957446808510638 0.8428571428571429 0.541866838932 0.7869565217391304 0.55 0.9133333333333333 0.519963204861 8 [15] relu sigmoid adam binary_crossentropy 0.0673333333333 0.8 64 40 False True
0.8234200743494424 0.7127659574468085 0.8828571428571429 0.402253568172 0.7391304347826086 0.5625 0.8333333333333334 0.569022893906 8 [15] relu sigmoid adam binary_crossentropy 0.0894444444444 0.001 64 40 False True
0.7788104089219331 0.6329787234042553 0.8571428571428571 0.498564898968 0.7695652173913043 0.6 0.86 0.509420156479 8 [15] relu sigmoid adam binary_crossentropy 0.0894444444444 0.0897777777778 64 40 False True
0.7899628252788105 0.5691489361702128 0.9085714285714286 0.503054857254 0.7521739130434782 0.5375 0.8666666666666667 0.50619071722 8 [15] relu sigmoid adam binary_crossentropy 0.0894444444444 0.178555555556 64 40 False True
0.7657992565055762 0.5638297872340425 0.8742857142857143 0.544372439384 0.7869565217391304 0.5625 0.9066666666666666 0.529340922832 8 [15] relu sigmoid adam binary_crossentropy 0.0894444444444 0.267333333333 64 40 False True
0.7676579925650557 0.5053191489361702 0.9085714285714286 0.543519973755 0.7521739130434782 0.475 0.9 0.557252645493 8 [15] relu sigmoid adam binary_crossentropy 0.0894444444444 0.356111111111 64 40 False True
0.7825278810408922 0.6063829787234043 0.8771428571428571 0.516835510731 0.7608695652173914 0.55 0.8733333333333333 0.523039221764 8 [15] relu sigmoid adam binary_crossentropy 0.0894444444444 0.444888888889 64 40 False True
0.741635687732342 0.5797872340425532 0.8285714285714286 0.553015828133 0.7086956521739131 0.575 0.78 0.587386071682 8 [15] relu sigmoid adam binary_crossentropy 0.0894444444444 0.533666666667 64 40 False True
0.7026022304832714 0.4148936170212766 0.8571428571428571 0.608428537846 0.6695652173913044 0.425 0.8 0.655122935772 8 [15] relu sigmoid adam binary_crossentropy 0.0894444444444 0.622444444444 64 40 False True
0.7434944237918215 0.4734042553191489 0.8885714285714286 0.546700835228 0.717391304347826 0.4875 0.84 0.568971633911 8 [15] relu sigmoid adam binary_crossentropy 0.0894444444444 0.711222222222 64 40 False True
0.6858736059479554 0.23404255319148937 0.9285714285714286 0.596073925495 0.6956521739130435 0.325 0.8933333333333333 0.611589252949 8 [15] relu sigmoid adam binary_crossentropy 0.0894444444444 0.8 64 40 False True
0.8327137546468402 0.7553191489361702 0.8742857142857143 0.411962509155 0.7347826086956522 0.6 0.8066666666666666 0.619551956654 8 [15] relu sigmoid adam binary_crossentropy 0.111555555556 0.001 64 40 False True
0.7602230483271375 0.6542553191489362 0.8171428571428572 0.525544881821 0.7086956521739131 0.6375 0.7466666666666667 0.555869817734 8 [15] relu sigmoid adam binary_crossentropy 0.111555555556 0.0897777777778 64 40 False True
0.775092936802974 0.5957446808510638 0.8714285714285714 0.516511678696 0.782608695652174 0.625 0.8666666666666667 0.508322417736 8 [15] relu sigmoid adam binary_crossentropy 0.111555555556 0.178555555556 64 40 False True
0.7565055762081785 0.6542553191489362 0.8114285714285714 0.536968886852 0.7260869565217392 0.6125 0.7866666666666666 0.558958530426 8 [15] relu sigmoid adam binary_crossentropy 0.111555555556 0.267333333333 64 40 False True
0.7602230483271375 0.574468085106383 0.86 0.567442953587 0.7608695652173914 0.6 0.8466666666666667 0.581739425659 8 [15] relu sigmoid adam binary_crossentropy 0.111555555556 0.356111111111 64 40 False True
0.7639405204460966 0.5851063829787234 0.86 0.544565081596 0.7260869565217392 0.5125 0.84 0.556978344917 8 [15] relu sigmoid adam binary_crossentropy 0.111555555556 0.444888888889 64 40 False True
0.7565055762081785 0.4627659574468085 0.9142857142857143 0.533618569374 0.7521739130434782 0.45 0.9133333333333333 0.527897417545 8 [15] relu sigmoid adam binary_crossentropy 0.111555555556 0.533666666667 64 40 False True
0.7639405204460966 0.6329787234042553 0.8342857142857143 0.55452299118 0.7478260869565218 0.5875 0.8333333333333334 0.547548294067 8 [15] relu sigmoid adam binary_crossentropy 0.111555555556 0.622444444444 64 40 False True
0.7657992565055762 0.5 0.9085714285714286 0.546880841255 0.7608695652173914 0.5375 0.88 0.556109011173 8 [15] relu sigmoid adam binary_crossentropy 0.111555555556 0.711222222222 64 40 False True
0.7602230483271375 0.48936170212765956 0.9057142857142857 0.532047867775 0.7347826086956522 0.475 0.8733333333333333 0.543110966682 8 [15] relu sigmoid adam binary_crossentropy 0.111555555556 0.8 64 40 False True
0.7973977695167286 0.6702127659574468 0.8657142857142858 0.469520658255 0.782608695652174 0.6 0.88 0.524772286415 8 [15] relu sigmoid adam binary_crossentropy 0.133666666667 0.001 64 40 False True
0.7843866171003717 0.5851063829787234 0.8914285714285715 0.504675149918 0.7608695652173914 0.5375 0.88 0.504214704037 8 [15] relu sigmoid adam binary_crossentropy 0.133666666667 0.0897777777778 64 40 False True
0.7379182156133829 0.6436170212765957 0.7885714285714286 0.602733910084 0.7521739130434782 0.6125 0.8266666666666667 0.575127363205 8 [15] relu sigmoid adam binary_crossentropy 0.133666666667 0.178555555556 64 40 False True
0.758364312267658 0.4095744680851064 0.9457142857142857 0.546530246735 0.7434782608695653 0.4 0.9266666666666666 0.538504123688 8 [15] relu sigmoid adam binary_crossentropy 0.133666666667 0.267333333333 64 40 False True
0.7193308550185874 0.4734042553191489 0.8514285714285714 0.627584636211 0.7130434782608696 0.4375 0.86 0.618823766708 8 [15] relu sigmoid adam binary_crossentropy 0.133666666667 0.356111111111 64 40 False True
0.7379182156133829 0.5 0.8657142857142858 0.592424154282 0.7652173913043478 0.4875 0.9133333333333333 0.560392558575 8 [15] relu sigmoid adam binary_crossentropy 0.133666666667 0.444888888889 64 40 False True
0.741635687732342 0.5851063829787234 0.8257142857142857 0.564369499683 0.7304347826086957 0.55 0.8266666666666667 0.569522559643 8 [15] relu sigmoid adam binary_crossentropy 0.133666666667 0.533666666667 64 40 False True
0.7732342007434945 0.5904255319148937 0.8714285714285714 0.540396809578 0.7521739130434782 0.5875 0.84 0.534033954144 8 [15] relu sigmoid adam binary_crossentropy 0.133666666667 0.622444444444 64 40 False True
0.758364312267658 0.5585106382978723 0.8657142857142858 0.577763319016 0.7695652173913043 0.5125 0.9066666666666666 0.562566518784 8 [15] relu sigmoid adam binary_crossentropy 0.133666666667 0.711222222222 64 40 False True
0.70817843866171 0.324468085106383 0.9142857142857143 0.588680505753 0.7347826086956522 0.35 0.94 0.587067425251 8 [15] relu sigmoid adam binary_crossentropy 0.133666666667 0.8 64 40 False True
0.7936802973977695 0.7021276595744681 0.8428571428571429 0.449082404375 0.7304347826086957 0.5625 0.82 0.565523386002 8 [15] relu sigmoid adam binary_crossentropy 0.155777777778 0.001 64 40 False True
0.7602230483271375 0.5425531914893617 0.8771428571428571 0.52439558506 0.7521739130434782 0.525 0.8733333333333333 0.51862090826 8 [15] relu sigmoid adam binary_crossentropy 0.155777777778 0.0897777777778 64 40 False True
0.7490706319702602 0.4946808510638298 0.8857142857142857 0.542923212051 0.7043478260869566 0.4875 0.82 0.57585310936 8 [15] relu sigmoid adam binary_crossentropy 0.155777777778 0.178555555556 64 40 False True
0.7490706319702602 0.48404255319148937 0.8914285714285715 0.573055565357 0.7130434782608696 0.4375 0.86 0.606750607491 8 [15] relu sigmoid adam binary_crossentropy 0.155777777778 0.267333333333 64 40 False True
0.7881040892193308 0.5691489361702128 0.9057142857142857 0.531236946583 0.7347826086956522 0.475 0.8733333333333333 0.536910116673 8 [15] relu sigmoid adam binary_crossentropy 0.155777777778 0.356111111111 64 40 False True
0.7174721189591078 0.3617021276595745 0.9085714285714286 0.552824497223 0.7086956521739131 0.3 0.9266666666666666 0.556580364704 8 [15] relu sigmoid adam binary_crossentropy 0.155777777778 0.444888888889 64 40 False True
0.758364312267658 0.5691489361702128 0.86 0.563540875912 0.7086956521739131 0.5375 0.8 0.594332158566 8 [15] relu sigmoid adam binary_crossentropy 0.155777777778 0.533666666667 64 40 False True
0.758364312267658 0.6861702127659575 0.7971428571428572 0.57093000412 0.7260869565217392 0.65 0.7666666666666667 0.586084008217 8 [15] relu sigmoid adam binary_crossentropy 0.155777777778 0.622444444444 64 40 False True
0.7602230483271375 0.5531914893617021 0.8714285714285714 0.556847512722 0.7217391304347827 0.55 0.8133333333333334 0.571875214577 8 [15] relu sigmoid adam binary_crossentropy 0.155777777778 0.711222222222 64 40 False True
0.7602230483271375 0.5531914893617021 0.8714285714285714 0.591086030006 0.717391304347826 0.5 0.8333333333333334 0.599098920822 8 [15] relu sigmoid adam binary_crossentropy 0.155777777778 0.8 64 40 False True
0.7825278810408922 0.6382978723404256 0.86 0.456547379494 0.7434782608695653 0.6125 0.8133333333333334 0.552692174911 8 [15] relu sigmoid adam binary_crossentropy 0.177888888889 0.001 64 40 False True
0.7137546468401487 0.21808510638297873 0.98 0.573399424553 0.691304347826087 0.175 0.9666666666666667 0.576733708382 8 [15] relu sigmoid adam binary_crossentropy 0.177888888889 0.0897777777778 64 40 False True
0.7490706319702602 0.5 0.8828571428571429 0.516938149929 0.7347826086956522 0.5125 0.8533333333333334 0.52798730135 8 [15] relu sigmoid adam binary_crossentropy 0.177888888889 0.178555555556 64 40 False True
0.7453531598513011 0.5 0.8771428571428571 0.592463493347 0.7043478260869566 0.5125 0.8066666666666666 0.631013453007 8 [15] relu sigmoid adam binary_crossentropy 0.177888888889 0.267333333333 64 40 False True
0.7397769516728625 0.4095744680851064 0.9171428571428571 0.594622731209 0.7304347826086957 0.3875 0.9133333333333333 0.608309268951 8 [15] relu sigmoid adam binary_crossentropy 0.177888888889 0.356111111111 64 40 False True
0.7286245353159851 0.3191489361702128 0.9485714285714286 0.560634613037 0.7434782608695653 0.3375 0.96 0.539333462715 8 [15] relu sigmoid adam binary_crossentropy 0.177888888889 0.444888888889 64 40 False True
0.7509293680297398 0.5106382978723404 0.88 0.561926305294 0.717391304347826 0.45 0.86 0.57255512476 8 [15] relu sigmoid adam binary_crossentropy 0.177888888889 0.533666666667 64 40 False True
0.7527881040892194 0.5531914893617021 0.86 0.57631778717 0.7304347826086957 0.55 0.8266666666666667 0.580338060856 8 [15] relu sigmoid adam binary_crossentropy 0.177888888889 0.622444444444 64 40 False True
0.7657992565055762 0.46808510638297873 0.9257142857142857 0.563221335411 0.7565217391304347 0.4875 0.9 0.558081448078 8 [15] relu sigmoid adam binary_crossentropy 0.177888888889 0.711222222222 64 40 False True
0.7379182156133829 0.35638297872340424 0.9428571428571428 0.603826642036 0.717391304347826 0.3375 0.92 0.606681644917 8 [15] relu sigmoid adam binary_crossentropy 0.177888888889 0.8 64 40 False True
0.7806691449814126 0.574468085106383 0.8914285714285715 0.463337033987 0.7217391304347827 0.525 0.8266666666666667 0.54103821516 8 [15] relu sigmoid adam binary_crossentropy 0.2 0.001 64 40 False True
0.7695167286245354 0.6276595744680851 0.8457142857142858 0.522826611996 0.7347826086956522 0.6125 0.8 0.541004359722 8 [15] relu sigmoid adam binary_crossentropy 0.2 0.0897777777778 64 40 False True
0.7713754646840149 0.6063829787234043 0.86 0.539529144764 0.7695652173913043 0.5875 0.8666666666666667 0.523250222206 8 [15] relu sigmoid adam binary_crossentropy 0.2 0.178555555556 64 40 False True
0.7323420074349443 0.5851063829787234 0.8114285714285714 0.594543218613 0.7434782608695653 0.575 0.8333333333333334 0.570405423641 8 [15] relu sigmoid adam binary_crossentropy 0.2 0.267333333333 64 40 False True
0.758364312267658 0.6861702127659575 0.7971428571428572 0.558349072933 0.6956521739130435 0.5875 0.7533333333333333 0.579094350338 8 [15] relu sigmoid adam binary_crossentropy 0.2 0.356111111111 64 40 False True
0.7602230483271375 0.675531914893617 0.8057142857142857 0.561195492744 0.7434782608695653 0.6375 0.8 0.565248072147 8 [15] relu sigmoid adam binary_crossentropy 0.2 0.444888888889 64 40 False True
0.7379182156133829 0.6914893617021277 0.7628571428571429 0.610196113586 0.7347826086956522 0.7 0.7533333333333333 0.602702260017 8 [15] relu sigmoid adam binary_crossentropy 0.2 0.533666666667 64 40 False True
0.7527881040892194 0.4734042553191489 0.9028571428571428 0.563437104225 0.7347826086956522 0.45 0.8866666666666667 0.571387588978 8 [15] relu sigmoid adam binary_crossentropy 0.2 0.622444444444 64 40 False True
0.758364312267658 0.5 0.8971428571428571 0.578878879547 0.7652173913043478 0.4375 0.94 0.575799047947 8 [15] relu sigmoid adam binary_crossentropy 0.2 0.711222222222 64 40 False True
0.7546468401486989 0.6063829787234043 0.8342857142857143 0.580195665359 0.7304347826086957 0.5375 0.8333333333333334 0.589048624039 8 [15] relu sigmoid adam binary_crossentropy 0.2 0.8 64 40 False True
